input_text,output_text
question: does this work for hail dings context: Yes.,Yes.
"question: does this work for hail dings context: It did when I ordered this product yes, both red and yellow sticks with instructions for what kind of temperature ranges they should be used with.","It did when I ordered this product yes, both red and yellow sticks with instructions for what kind of temperature ranges they should be used with."
question: does this work for hail dings context: Yes the one I ordered a came with both yellow and red glue sticks.,Yes the one I ordered a came with both yellow and red glue sticks.
"question: does this work for hail dings context: Yes, it includes both red & yellow glue sticks.","Yes, it includes both red & yellow glue sticks."
"question: does this work for hail dings context: Yes it does, but you need to watch that you don't pull the dent too high. If it does you'll need to knock it down with a nylon  punch.","Yes it does, but you need to watch that you don't pull the dent too high. If it does you'll need to knock it down with a nylon  punch."
"question: does this work for hail dings context: We use it for a dent in the front fender, and the thing fell apart. It is very poorly made.","We use it for a dent in the front fender, and the thing fell apart. It is very poorly made."
question: does this work for hail dings context: I had poor success with the product. A bit anemic for the task.,I had poor success with the product. A bit anemic for the task.
"question: how many gallons will it hold ?. context: The demensions are spot on, when empty. They will flex a bit in the middle when full.","The demensions are spot on, when empty. They will flex a bit in the middle when full."
"question: how many gallons will it hold ?. context: I installed this tank upright for my application,but if you look at it as it it were laying flat,the dimensions are 8"" high,30 1/2"" long,16""wide.Hope that helps.So far,its been a nice tank for me,no leaks.","I installed this tank upright for my application,but if you look at it as it it were laying flat,the dimensions are 8"" high,30 1/2"" long,16""wide.Hope that helps.So far,its been a nice tank for me,no leaks."
question: how many gallons will it hold ?. context: No,No
"question: how many gallons will it hold ?. context: No, those are the dimensions, the tank is ~16 gallons","No, those are the dimensions, the tank is ~16 gallons"
question: how many gallons will it hold ?. context: No,No
question: how many gallons will it hold ?. context: Absolutely there very strong,Absolutely there very strong
"question: how many gallons will it hold ?. context: I have two of these ""Bolted"" up to the bottom of a cargo trailer secured by aluminum beams. I don't keep the 30 gallon or the 15 gallon versions I have full however they've held up for over 5 thousand miles. No leaks after attaching the fittings with the appropriate glue. I would make sure the tank is firmly in place as I'd say the worst thing you could do is let it bang around. The internal baffles really stiffen it up.","I have two of these ""Bolted"" up to the bottom of a cargo trailer secured by aluminum beams. I don't keep the 30 gallon or the 15 gallon versions I have full however they've held up for over 5 thousand miles. No leaks after attaching the fittings with the appropriate glue. I would make sure the tank is firmly in place as I'd say the worst thing you could do is let it bang around. The internal baffles really stiffen it up."
"question: how many gallons will it hold ?. context: James- man I'd also consider securing them down (straps or whatnot) onto runner mounts, or maybe strips of firm rubber. Just a thought!","James- man I'd also consider securing them down (straps or whatnot) onto runner mounts, or maybe strips of firm rubber. Just a thought!"
question: how many gallons will it hold ?. context: They are pretty heavy duty.,They are pretty heavy duty.
question: how many gallons will it hold ?. context: I don't believe so. The ports are not big enough.,I don't believe so. The ports are not big enough.
"question: how many gallons will it hold ?. context: YES, that's what I use it for, several years now.","YES, that's what I use it for, several years now."
"question: how many gallons will it hold ?. context: As far as I can see, if you can add the fittings needed to build it into your system there would be no problem with the tank holding black water.","As far as I can see, if you can add the fittings needed to build it into your system there would be no problem with the tank holding black water."
question: how many gallons will it hold ?. context: There are baffles in it so solids might get stuck over time.  I used mine for grey water  and got an unbaffled design tank for black water.,There are baffles in it so solids might get stuck over time.  I used mine for grey water  and got an unbaffled design tank for black water.
"question: how many gallons will it hold ?. context: No, it is blank.  It has 3/8 threaded bosses for mounting the tank. But it is abs plastic so you can use abs cement from Home Depot, Lowes etc to glue what ever abs connections you want to it.  I installed mine a few years ago.  If you look on the internet you can make adhesive puddy by mixing abs shavings and some acetone to fill in voids or to repair abs.","No, it is blank.  It has 3/8 threaded bosses for mounting the tank. But it is abs plastic so you can use abs cement from Home Depot, Lowes etc to glue what ever abs connections you want to it.  I installed mine a few years ago.  If you look on the internet you can make adhesive puddy by mixing abs shavings and some acetone to fill in voids or to repair abs."
question: how many gallons will it hold ?. context: Has 3 each 1/2 in npt ports molded plugged each end.  Just drill out the ones you need.  Great tank!   Other answer is wrong.   You can see the ports in the picture.,Has 3 each 1/2 in npt ports molded plugged each end.  Just drill out the ones you need.  Great tank!   Other answer is wrong.   You can see the ports in the picture.
question: how many gallons will it hold ?. context: As it say in the description......15 gallons.,As it say in the description......15 gallons.
"question: how many gallons will it hold ?. context: I'm guessing, but I'd say minimum ten if not twelve gallons","I'm guessing, but I'd say minimum ten if not twelve gallons"
question: how many gallons will it hold ?. context: About 15 gal.  Nice tank very tough.   I use it as an auxiliary between wall of truck bed and slide in camper.,About 15 gal.  Nice tank very tough.   I use it as an auxiliary between wall of truck bed and slide in camper.
question: chipped glass? context: I don't know....but the product puts on a finish that is very slick and I would guess it would do the job.,I don't know....but the product puts on a finish that is very slick and I would guess it would do the job.
question: chipped glass? context: It will help it not stick to the car but will not remove the sap,It will help it not stick to the car but will not remove the sap
"question: chipped glass? context: I find that just a wet cloth takes off the ""love bugs"" we have here in Florida.  These things are acidic and can eat through your paint, but Rejex makes the cleanup as easy as wipe off with a wet cloth.  No need to wash the whole car.","I find that just a wet cloth takes off the ""love bugs"" we have here in Florida.  These things are acidic and can eat through your paint, but Rejex makes the cleanup as easy as wipe off with a wet cloth.  No need to wash the whole car."
"question: chipped glass? context: Bugs cannot be wiped off dry, some moisture needs to be involved. For light bug accumulations I sometimes use a wet cloth but for the usual heavy mess of splats it's about as fast and probably less messy to just wash the car.","Bugs cannot be wiped off dry, some moisture needs to be involved. For light bug accumulations I sometimes use a wet cloth but for the usual heavy mess of splats it's about as fast and probably less messy to just wash the car."
question: chipped glass? context: I never used it on the front of my car. I only use it on my chrome wheels to prevent the buildup of brake dust. I just use some Windex multisurface to clean them.,I never used it on the front of my car. I only use it on my chrome wheels to prevent the buildup of brake dust. I just use some Windex multisurface to clean them.
question: chipped glass? context: Rejex will make getting the bug off much easier. Just use a moist towel or paper product (never ever use a dry towel as it will scratch the paint) and almost anything will come off.,Rejex will make getting the bug off much easier. Just use a moist towel or paper product (never ever use a dry towel as it will scratch the paint) and almost anything will come off.
question: chipped glass? context: This stuff is awesome...just wipe off with soft towel,This stuff is awesome...just wipe off with soft towel
"question: chipped glass? context: I still seem to need to wash to get bugs off.   Also to get brake dust off the wheels too.    With my chrome wheels, compressed air does not remove it.    Granted bugs and dust do come off very easily.   And I do like this product to keep my chrome/steel wheels from rusting..","I still seem to need to wash to get bugs off.   Also to get brake dust off the wheels too.    With my chrome wheels, compressed air does not remove it.    Granted bugs and dust do come off very easily.   And I do like this product to keep my chrome/steel wheels from rusting.."
question: chipped glass? context: Yes you can.http://www.rejex.com/rejex.html,Yes you can.http://www.rejex.com/rejex.html
question: chipped glass? context: There is nothing better. Nothing sticks to it.,There is nothing better. Nothing sticks to it.
"question: chipped glass? context: Yes, I have used it many times on a fiberglass body corvette.  Just remember first to wash with dawn dish detergent, cuts through grease and old wax so rejex can bond to fiberglass.  Easy to use, leaves no white residue, great product for fiberglass, aluminum or metal.","Yes, I have used it many times on a fiberglass body corvette.  Just remember first to wash with dawn dish detergent, cuts through grease and old wax so rejex can bond to fiberglass.  Easy to use, leaves no white residue, great product for fiberglass, aluminum or metal."
"question: chipped glass? context: yes , it works very well on fiberglass.","yes , it works very well on fiberglass."
"question: chipped glass? context: I always wipe as soon as there is a haze.  ""Curing"" is most likely unnecessary and one good coat last for months with water still beading.","I always wipe as soon as there is a haze.  ""Curing"" is most likely unnecessary and one good coat last for months with water still beading."
question: chipped glass? context: Should work just fine. I do my 5th wheel twice a year with Rejex and it looks like new. And we are fulltime rv'ers so it sits outside 24/7. Sometimes it's just not possible to keep it out of direct sunlight for the cure time. PS: My 5th wheel is 40 feet and takes about two 16 oz bottles.,Should work just fine. I do my 5th wheel twice a year with Rejex and it looks like new. And we are fulltime rv'ers so it sits outside 24/7. Sometimes it's just not possible to keep it out of direct sunlight for the cure time. PS: My 5th wheel is 40 feet and takes about two 16 oz bottles.
"question: chipped glass? context: Most RV-ers don't have a place to park their RVs indoors. The key is to park it someplace where contaminants won't get on the coating until it cures. So... Don't park it under a tree where sap will get on it. Don't park it where a sprinkler system might turn on a spray hard water on the RV. Don't go driving across the state where bugs will get all over the leading edges. Try to pick an afternoon where you'll get at least a couple of hours of curing in before it rains. The reason for all this is that the moisture in the air is the catalyst that causes the polymers in RejeX to cross-link into a water-clear, high-release coating without pores or voids. It's not the end of the world if it happens, but ideally you don't want contaminants embedding into the coating while it cures. Main thing is that while you're working and while it's curing, don't park your vehicle in an area where it will be subject to contaminants. I usually RejeX and cure my vehicles in my driveway because there are no overhanging limbs and there isn't much traffic back there. Hope that helps.



    Most RV-ers don't have a place to park their RVs indoors. The key is to park it someplace where contaminants won't get on the coating until it cures. So... Don't park it under a tree where sap will get on it. Don't park it where a sprinkler system might turn on a spray hard water on the RV. Don't go driving across the state where bugs will get all over the leading edges. Try to pick an afternoon where you'll get at least a couple of hours of curing in before it rains. The reason for all this is that the moisture in the air is the catalyst that causes the polymers in RejeX to cross-link into...
      » 
Read More


   Most RV-ers don't have a place to park their RVs indoors. The key is to park it someplace where contaminants won't get on the coating until it cures. So... Don't park it under a tree where sap will get on it. Don't park it where a sprinkler system might turn on a spray hard water on the RV. Don't go driving across the state where bugs will get all over the leading edges. Try to pick an afternoon where you'll get at least a couple of hours of curing in before it rains. The reason for all this is that the moisture in the air is the catalyst that causes the polymers in RejeX to cross-link into a water-clear, high-release coating without pores or voids. It's not the end of the world if it happens, but ideally you don't want contaminants embedding into the coating while it cures. Main thing is that while you're working and while it's curing, don't park your vehicle in an area where it will be subject to contaminants. I usually RejeX and cure my vehicles in my driveway because there are no overhanging limbs and there isn't much traffic back there. Hope that helps.
      « 

Show Less","Most RV-ers don't have a place to park their RVs indoors. The key is to park it someplace where contaminants won't get on the coating until it cures. So... Don't park it under a tree where sap will get on it. Don't park it where a sprinkler system might turn on a spray hard water on the RV. Don't go driving across the state where bugs will get all over the leading edges. Try to pick an afternoon where you'll get at least a couple of hours of curing in before it rains. The reason for all this is that the moisture in the air is the catalyst that causes the polymers in RejeX to cross-link into a water-clear, high-release coating without pores or voids. It's not the end of the world if it happens, but ideally you don't want contaminants embedding into the coating while it cures. Main thing is that while you're working and while it's curing, don't park your vehicle in an area where it will be subject to contaminants. I usually RejeX and cure my vehicles in my driveway because there are no overhanging limbs and there isn't much traffic back there. Hope that helps.



    Most RV-ers don't have a place to park their RVs indoors. The key is to park it someplace where contaminants won't get on the coating until it cures. So... Don't park it under a tree where sap will get on it. Don't park it where a sprinkler system might turn on a spray hard water on the RV. Don't go driving across the state where bugs will get all over the leading edges. Try to pick an afternoon where you'll get at least a couple of hours of curing in before it rains. The reason for all this is that the moisture in the air is the catalyst that causes the polymers in RejeX to cross-link into...
      » 
Read More


   Most RV-ers don't have a place to park their RVs indoors. The key is to park it someplace where contaminants won't get on the coating until it cures. So... Don't park it under a tree where sap will get on it. Don't park it where a sprinkler system might turn on a spray hard water on the RV. Don't go driving across the state where bugs will get all over the leading edges. Try to pick an afternoon where you'll get at least a couple of hours of curing in before it rains. The reason for all this is that the moisture in the air is the catalyst that causes the polymers in RejeX to cross-link into a water-clear, high-release coating without pores or voids. It's not the end of the world if it happens, but ideally you don't want contaminants embedding into the coating while it cures. Main thing is that while you're working and while it's curing, don't park your vehicle in an area where it will be subject to contaminants. I usually RejeX and cure my vehicles in my driveway because there are no overhanging limbs and there isn't much traffic back there. Hope that helps.
      « 

Show Less"
"question: chipped glass? context: Yes, it'll work","Yes, it'll work"
"question: chipped glass? context: I have no idea. But, this is the best product I have ever used. I'd call the manufacturer.","I have no idea. But, this is the best product I have ever used. I'd call the manufacturer."
"question: chipped glass? context: Hey, I have used this stuff for years. Being that I only wax my truck 2X a year, a bottle will last me several years. I have never seen any signs of degradation as it got older, and I know some of my bottles have been over two years old. Hope this helps.","Hey, I have used this stuff for years. Being that I only wax my truck 2X a year, a bottle will last me several years. I have never seen any signs of degradation as it got older, and I know some of my bottles have been over two years old. Hope this helps."
"question: chipped glass? context: I do not sell the product, I am a customer who purchased the product some time ago.","I do not sell the product, I am a customer who purchased the product some time ago."
"question: chipped glass? context: This won't repair chips.  It is a sealer/polish.  In my opinion it works very, very well at that task.","This won't repair chips.  It is a sealer/polish.  In my opinion it works very, very well at that task."
"question: chipped glass? context: This stuff works great on glass.  Even removes light water spots and keeps future water spots from happening.  Does not smear, just be sure to use a CLEAN cotton towel to polish.","This stuff works great on glass.  Even removes light water spots and keeps future water spots from happening.  Does not smear, just be sure to use a CLEAN cotton towel to polish."
question: chipped glass? context: I would not recommend this on glass.  It may smudge and not be able to remove.,I would not recommend this on glass.  It may smudge and not be able to remove.
question: Can they be used on a class A motorhome? context: I think I would be comfortable using them to support a car in storage to save from a tire going flat but would prefer a more heavy duty set of jack stands if I were crawling under it to work on it.,I think I would be comfortable using them to support a car in storage to save from a tire going flat but would prefer a more heavy duty set of jack stands if I were crawling under it to work on it.
"question: Can they be used on a class A motorhome? context: Yes each are rated at 6000, I used them to support my mobile home","Yes each are rated at 6000, I used them to support my mobile home"
"question: Can they be used on a class A motorhome? context: Beats me, I don't know why you wouldn't unless you didn't have the $30 to begin with. I sure am happy with mine and I bought s second set for my step-son (scratch that) My new best friend.","Beats me, I don't know why you wouldn't unless you didn't have the $30 to begin with. I sure am happy with mine and I bought s second set for my step-son (scratch that) My new best friend."
"question: Can they be used on a class A motorhome? context: Honestly, I would think that a car jack stand is made to hold the full weight of a car for when the wheels are off of it, or something similar.  These are made to just support the weight of the camper to keep it from rocking when you reach your site.  I would contact the manufacturer before I used these as a car jack.  Works perfect for stabilizing a camper! :)","Honestly, I would think that a car jack stand is made to hold the full weight of a car for when the wheels are off of it, or something similar.  These are made to just support the weight of the camper to keep it from rocking when you reach your site.  I would contact the manufacturer before I used these as a car jack.  Works perfect for stabilizing a camper! :)"
"question: Can they be used on a class A motorhome? context: I would not use these for anything that is suspended, like a heavy car.  These are a lighter jack and work great for additional support to balance or keep a trailer from rocking.  I used them on a trailer with single axle to keep the trailer from tipping back with too much weight in the wrong places since I was working on the surface of the trailer and walking around.  They would work also on RV trailers to stabilize the movement of the trailer when parked.....","I would not use these for anything that is suspended, like a heavy car.  These are a lighter jack and work great for additional support to balance or keep a trailer from rocking.  I used them on a trailer with single axle to keep the trailer from tipping back with too much weight in the wrong places since I was working on the surface of the trailer and walking around.  They would work also on RV trailers to stabilize the movement of the trailer when parked....."
question: Can they be used on a class A motorhome? context: These stands are for leveling an RV.For vehicles you want to use vehicle specific jack stands for safety reasons.,These stands are for leveling an RV.For vehicles you want to use vehicle specific jack stands for safety reasons.
"question: Can they be used on a class A motorhome? context: It does say ""jack stand"" on the box but I would use it only for stabilizing an RV which means it keeps the RV from rocking when walking inside the RV. The metal used to construct them appears to be a casting. The top of the stand is small in size and it could easily slip loose.","It does say ""jack stand"" on the box but I would use it only for stabilizing an RV which means it keeps the RV from rocking when walking inside the RV. The metal used to construct them appears to be a casting. The top of the stand is small in size and it could easily slip loose."
question: Can they be used on a class A motorhome? context: These jacks are to light to be used or cars. These stands are just for support on trailers and camper trails.,These jacks are to light to be used or cars. These stands are just for support on trailers and camper trails.
"question: Can they be used on a class A motorhome? context: Everyone says these are not for supporting the weight of a car, but they are rated at 6.000 pounds...each.  My car weights 2,800 pounds total.  If I used four of these jacks, each would be supporting 700 pounds.  Sure, the front and rear of my car weigh different due to the motor being up front, but worse case the front jacks would each be holding 1,000 pounds. With a rating of 6,000 what's dangerous about that?  The aluminum construction has nothing to do with it.  Engineered and designed correctly, aluminum is tremendously strong.  Aircraft are mostly aluminum.  And also as seen here by the 6,000 pound rating, per jack stand.  Those saying these are not for car use...please share where you got your information.



    Everyone says these are not for supporting the weight of a car, but they are rated at 6.000 pounds...each. My car weights 2,800 pounds total. If I used four of these jacks, each would be supporting 700 pounds. Sure, the front and rear of my car weigh different due to the motor being up front, but worse case the front jacks would each be holding 1,000 pounds. With a rating of 6,000 what's dangerous about that? The aluminum construction has nothing to do with it. Engineered and designed correctly, aluminum is tremendously strong. Aircraft are mostly aluminum. And also as seen here by the...
      » 
Read More


   Everyone says these are not for supporting the weight of a car, but they are rated at 6.000 pounds...each.  My car weights 2,800 pounds total.  If I used four of these jacks, each would be supporting 700 pounds.  Sure, the front and rear of my car weigh different due to the motor being up front, but worse case the front jacks would each be holding 1,000 pounds. With a rating of 6,000 what's dangerous about that?  The aluminum construction has nothing to do with it.  Engineered and designed correctly, aluminum is tremendously strong.  Aircraft are mostly aluminum.  And also as seen here by the 6,000 pound rating, per jack stand.  Those saying these are not for car use...please share where you got your information.
      « 

Show Less","Everyone says these are not for supporting the weight of a car, but they are rated at 6.000 pounds...each.  My car weights 2,800 pounds total.  If I used four of these jacks, each would be supporting 700 pounds.  Sure, the front and rear of my car weigh different due to the motor being up front, but worse case the front jacks would each be holding 1,000 pounds. With a rating of 6,000 what's dangerous about that?  The aluminum construction has nothing to do with it.  Engineered and designed correctly, aluminum is tremendously strong.  Aircraft are mostly aluminum.  And also as seen here by the 6,000 pound rating, per jack stand.  Those saying these are not for car use...please share where you got your information.



    Everyone says these are not for supporting the weight of a car, but they are rated at 6.000 pounds...each. My car weights 2,800 pounds total. If I used four of these jacks, each would be supporting 700 pounds. Sure, the front and rear of my car weigh different due to the motor being up front, but worse case the front jacks would each be holding 1,000 pounds. With a rating of 6,000 what's dangerous about that? The aluminum construction has nothing to do with it. Engineered and designed correctly, aluminum is tremendously strong. Aircraft are mostly aluminum. And also as seen here by the...
      » 
Read More


   Everyone says these are not for supporting the weight of a car, but they are rated at 6.000 pounds...each.  My car weights 2,800 pounds total.  If I used four of these jacks, each would be supporting 700 pounds.  Sure, the front and rear of my car weigh different due to the motor being up front, but worse case the front jacks would each be holding 1,000 pounds. With a rating of 6,000 what's dangerous about that?  The aluminum construction has nothing to do with it.  Engineered and designed correctly, aluminum is tremendously strong.  Aircraft are mostly aluminum.  And also as seen here by the 6,000 pound rating, per jack stand.  Those saying these are not for car use...please share where you got your information.
      « 

Show Less"
"question: Can they be used on a class A motorhome? context: No, no, no.....these are light weight aluminum and won't work for that.","No, no, no.....these are light weight aluminum and won't work for that."
"question: Can they be used on a class A motorhome? context: These jacks are primarily for stabilizing trailers.  They do not "" jack up"" (or down),  but rather,  their movement is accomplished by turning the screw. I hope I've given you a proper description from which to determine their suitability for your  specific need.","These jacks are primarily for stabilizing trailers.  They do not "" jack up"" (or down),  but rather,  their movement is accomplished by turning the screw. I hope I've given you a proper description from which to determine their suitability for your  specific need."
"question: Can they be used on a class A motorhome? context: Car Stands typically use a pin or other solid metal stop, to hold up the adjustable component.  While these stands are rated at 6000 lbs, and should suffice, the failure mode is not as robust as a stand using a pin or other solid metal indexing design.  If the nut threads fail, the car could end up on you...as opposed to shearing a pin / bolt.  It likely will work, but extra caution would say...get a jack stand that uses something solid, not a nut/bolt if your life is depending on it.  Other examples similar to this, that are designed to carry a car engine or other heavy component have a much longer threaded sleeve.



    Car Stands typically use a pin or other solid metal stop, to hold up the adjustable component. While these stands are rated at 6000 lbs, and should suffice, the failure mode is not as robust as a stand using a pin or other solid metal indexing design. If the nut threads fail, the car could end up on you...as opposed to shearing a pin / bolt. It likely will work, but extra caution would say...get a jack stand that uses something solid, not a nut/bolt if your life is depending on it. Other examples similar to this, that are designed to carry a car engine or other heavy component have a much...
      » 
Read More


   Car Stands typically use a pin or other solid metal stop, to hold up the adjustable component.  While these stands are rated at 6000 lbs, and should suffice, the failure mode is not as robust as a stand using a pin or other solid metal indexing design.  If the nut threads fail, the car could end up on you...as opposed to shearing a pin / bolt.  It likely will work, but extra caution would say...get a jack stand that uses something solid, not a nut/bolt if your life is depending on it.  Other examples similar to this, that are designed to carry a car engine or other heavy component have a much longer threaded sleeve.
      « 

Show Less","Car Stands typically use a pin or other solid metal stop, to hold up the adjustable component.  While these stands are rated at 6000 lbs, and should suffice, the failure mode is not as robust as a stand using a pin or other solid metal indexing design.  If the nut threads fail, the car could end up on you...as opposed to shearing a pin / bolt.  It likely will work, but extra caution would say...get a jack stand that uses something solid, not a nut/bolt if your life is depending on it.  Other examples similar to this, that are designed to carry a car engine or other heavy component have a much longer threaded sleeve.



    Car Stands typically use a pin or other solid metal stop, to hold up the adjustable component. While these stands are rated at 6000 lbs, and should suffice, the failure mode is not as robust as a stand using a pin or other solid metal indexing design. If the nut threads fail, the car could end up on you...as opposed to shearing a pin / bolt. It likely will work, but extra caution would say...get a jack stand that uses something solid, not a nut/bolt if your life is depending on it. Other examples similar to this, that are designed to carry a car engine or other heavy component have a much...
      » 
Read More


   Car Stands typically use a pin or other solid metal stop, to hold up the adjustable component.  While these stands are rated at 6000 lbs, and should suffice, the failure mode is not as robust as a stand using a pin or other solid metal indexing design.  If the nut threads fail, the car could end up on you...as opposed to shearing a pin / bolt.  It likely will work, but extra caution would say...get a jack stand that uses something solid, not a nut/bolt if your life is depending on it.  Other examples similar to this, that are designed to carry a car engine or other heavy component have a much longer threaded sleeve.
      « 

Show Less"
"question: Can they be used on a class A motorhome? context: it IS a jack stand.  Doesn't matter whether you use it for a car or camper as long as you're within its limitations of weight.  It holds a car when it's already lifted on a jack and prevents car from dropping if jack fails.  Car typically is heavier than a camper, but 6 ton seems adequate to hold one corner of a small car. And again, you use it as an additional safety measure with a car jack, not as a lifting tool on its own.","it IS a jack stand.  Doesn't matter whether you use it for a car or camper as long as you're within its limitations of weight.  It holds a car when it's already lifted on a jack and prevents car from dropping if jack fails.  Car typically is heavier than a camper, but 6 ton seems adequate to hold one corner of a small car. And again, you use it as an additional safety measure with a car jack, not as a lifting tool on its own."
question: Can they be used on a class A motorhome? context: These are stabilizer jacks. They fit perfectly on the Camco stabilizer pads. Leveling blocks are different. They are usually put under the tires. Once level the stabilizer jacks are placed under the frame in each corner of your trailer or rv with jack pads under the stands to prevent sinking or movement as you walk around or are loading while unhurried from towing vehicle.,These are stabilizer jacks. They fit perfectly on the Camco stabilizer pads. Leveling blocks are different. They are usually put under the tires. Once level the stabilizer jacks are placed under the frame in each corner of your trailer or rv with jack pads under the stands to prevent sinking or movement as you walk around or are loading while unhurried from towing vehicle.
question: Can they be used on a class A motorhome? context: I have only used these on the ground or on pavement with nothing else under them.,I have only used these on the ground or on pavement with nothing else under them.
question: Can they be used on a class A motorhome? context: 17 inches but we just go 15 to err on the side of safety.,17 inches but we just go 15 to err on the side of safety.
question: Can they be used on a class A motorhome? context: it exstends 17in tall,it exstends 17in tall
"question: Can they be used on a class A motorhome? context: 17"". However I use with the Camco 44595 stabilizer jack pads  (4 pk.) for additional height. Each pad gives an additional inch. Jack stands fit into the pads so there is no slipping!  Anymore height one should try using a scrap piece of 2x12 lumber.","17"". However I use with the Camco 44595 stabilizer jack pads  (4 pk.) for additional height. Each pad gives an additional inch. Jack stands fit into the pads so there is no slipping!  Anymore height one should try using a scrap piece of 2x12 lumber."
question: Can they be used on a class A motorhome? context: Leveling,Leveling
question: Can they be used on a class A motorhome? context: its more 4 stabilizing but works great,its more 4 stabilizing but works great
question: Can they be used on a class A motorhome? context: 7.7 lbs total weight for 4.,7.7 lbs total weight for 4.
question: Can they be used on a class A motorhome? context: All four come in the box.,All four come in the box.
question: Can they be used on a class A motorhome? context: all 4 (they are very light),all 4 (they are very light)
question: Can they be used on a class A motorhome? context: All 4,All 4
"question: Can they be used on a class A motorhome? context: There light can hold up to, 6000lbs....my box came with other things the weight for total package was 8.8lbs I think it's safe to say 7lbs for all....","There light can hold up to, 6000lbs....my box came with other things the weight for total package was 8.8lbs I think it's safe to say 7lbs for all...."
question: Can they be used on a class A motorhome? context: for all four.,for all four.
question: Can they be used on a class A motorhome? context: All 4.  and with the stems removed they nest into a very compact size (As they are packed).,All 4.  and with the stems removed they nest into a very compact size (As they are packed).
question: Can they be used on a class A motorhome? context: We are having absolutely no problems with them on our tip-outs on a park model.  We also purchased the pads that these are made for so they would be evenly held.  They would work fine on a class A.,We are having absolutely no problems with them on our tip-outs on a park model.  We also purchased the pads that these are made for so they would be evenly held.  They would work fine on a class A.
question: Can they be used on a class A motorhome? context: I don't think that would be a good idea - not heavy duty enough.,I don't think that would be a good idea - not heavy duty enough.
question: Will it fit a BMW X1? context: I bought this for my new Ford Escape SUV. I should have paid more attention to the dimensions because it isn't large enough to reach across the cargo area. It looked substantial and like it would have been great if it had only fit.,I bought this for my new Ford Escape SUV. I should have paid more attention to the dimensions because it isn't large enough to reach across the cargo area. It looked substantial and like it would have been great if it had only fit.
question: Will it fit a BMW X1? context: I use it in an Explorer Sport Trac 2nd generation. It makes it across and works fine. I use it mostly for grocery shopping bags.,I use it in an Explorer Sport Trac 2nd generation. It makes it across and works fine. I use it mostly for grocery shopping bags.
question: Will it fit a BMW X1? context: Can't you just add 'extensions' by using short bungee cords?,Can't you just add 'extensions' by using short bungee cords?
question: Will it fit a BMW X1? context: It will probably be too big.  You have to screw brackets into the side of the interior of the car.,It will probably be too big.  You have to screw brackets into the side of the interior of the car.
question: Will it fit a BMW X1? context: Yes,Yes
question: Will it fit a BMW X1? context: Yes,Yes
question: Will it fit a BMW X1? context: It's  fits a 2003 Chevy avalanche it should fit your Ford  explorer,It's  fits a 2003 Chevy avalanche it should fit your Ford  explorer
question: Will it fit a BMW X1? context: Yes. Just be mindful that if your trunk doesn't have hooks you might have to drill screws into your panels.,Yes. Just be mindful that if your trunk doesn't have hooks you might have to drill screws into your panels.
"question: Will it fit a BMW X1? context: If you have hooks for the netting to attach to, in the rear compartment, it will work. 4 hooks would be better than 2 hooks.","If you have hooks for the netting to attach to, in the rear compartment, it will work. 4 hooks would be better than 2 hooks."
question: Will it fit a BMW X1? context: You should have no problems at all. It fits in an 03 Explorer size should be the same.,You should have no problems at all. It fits in an 03 Explorer size should be the same.
question: Will it fit a BMW X1? context: It has loops at the top on the right and left sides. It also attachments for the loops to fit over. It works very well. It is in our Envoy.,It has loops at the top on the right and left sides. It also attachments for the loops to fit over. It works very well. It is in our Envoy.
question: Will it fit a BMW X1? context: They're like 4 knob type hooks. You can place them however you want.,They're like 4 knob type hooks. You can place them however you want.
"question: Will it fit a BMW X1? context: It should, mine is in an Edge","It should, mine is in an Edge"
question: Will it fit a BMW X1? context: If the need is a standard width I'm sure it will.  You will have to drill pilot holes in each side of the bed to put the knobs on so you can hook the net over them.,If the need is a standard width I'm sure it will.  You will have to drill pilot holes in each side of the bed to put the knobs on so you can hook the net over them.
question: Will it fit a BMW X1? context: The net is a universal size so I don't think you buy one specific to a model car. Mine is fitted to a 77 Pontiac Grand Prix and it contains items and stops them being flung around around rather than looking looking like the example in the picture.,The net is a universal size so I don't think you buy one specific to a model car. Mine is fitted to a 77 Pontiac Grand Prix and it contains items and stops them being flung around around rather than looking looking like the example in the picture.
"question: Will it fit a BMW X1? context: This one will be a good fit for your car...as long as u have 2 ""buttons"" on each side of the car for the corners...hope this helps!","This one will be a good fit for your car...as long as u have 2 ""buttons"" on each side of the car for the corners...hope this helps!"
question: Will it fit a BMW X1? context: I have 2007 Impreza Outback Sport. It's smaller than 2011 Outback. But I'm pretty sure it will fit your Subaru.,I have 2007 Impreza Outback Sport. It's smaller than 2011 Outback. But I'm pretty sure it will fit your Subaru.
question: Will it fit a BMW X1? context: I have across a Chevy Avalanche so I'm pretty sure it will fit an Outback,I have across a Chevy Avalanche so I'm pretty sure it will fit an Outback
question: Will it fit a BMW X1? context: Yes it will fit in 2015 CRV.,Yes it will fit in 2015 CRV.
"question: Will it fit a BMW X1? context: Measure the inside of your Honda CRV.  The box states 44"".  Stretching it, it prob is.  I come up with 42""...I should have measured my truck before I ordered.","Measure the inside of your Honda CRV.  The box states 44"".  Stretching it, it prob is.  I come up with 42""...I should have measured my truck before I ordered."
